timestamp,rpm,vel,temp,temp_aire,escenario
2025-06-03 22:58:28,,,,,
2025-06-03 22:58:28,,,,,
2025-06-03 22:58:28,,,,,
2025-06-03 22:58:28,,,,,
2025-06-03 22:58:28,,,,,
2025-06-03 22:58:28,,,,,
2025-06-03 22:58:29,,,,,
2025-06-03 22:58:29,,,,,
2025-06-03 22:58:29,,,,,
2025-06-03 22:58:29,,,,,
2025-06-03 22:58:29,,,,,
2025-06-03 22:58:29,,,,,
2025-06-03 22:58:29,,,,,
2025-06-03 22:58:29,,,,,
2025-06-03 22:58:29,,,,,
2025-06-03 22:58:30,,,,,
2025-06-03 22:58:30,,,,,
2025-06-03 22:58:30,,,,,
2025-06-03 22:58:30,,,,,
2025-06-03 22:58:30,,,,,
2025-06-03 22:58:30,,,,,
2025-06-03 22:58:30,,,,,
2025-06-03 22:58:30,,,,,
2025-06-03 22:58:31,,,,,
2025-06-03 22:58:31,,,,,
2025-06-03 22:58:31,,,,,
2025-06-03 22:58:31,,,,,
2025-06-03 22:58:31,,,,,
2025-06-03 22:58:32,,,,,
2025-06-03 22:58:32,,,,,
2025-06-03 22:58:32,,,,,
2025-06-03 22:58:32,,,,,
2025-06-03 22:58:32,,,,,
2025-06-03 22:58:32,,,,,
2025-06-03 22:58:33,,,,,
2025-06-03 22:58:33,,,,,
2025-06-03 22:58:33,,,,,
2025-06-03 22:58:33,,,,,
2025-06-03 22:58:33,,,,,
2025-06-03 22:58:34,,,,,
2025-06-03 22:58:34,,,,,
2025-06-03 22:58:34,,,,,
2025-06-03 22:58:34,,,,,
2025-06-03 22:58:34,,,,,
2025-06-03 22:58:35,,,,,
2025-06-03 22:58:35,,,,,
2025-06-03 22:58:35,,,,,
2025-06-03 22:58:35,,,,,
2025-06-03 22:58:35,,,,,
2025-06-03 22:58:36,,,,,
2025-06-03 22:58:36,,,,,
2025-06-03 22:58:36,,,,,
2025-06-03 22:58:36,,,,,
2025-06-03 22:58:36,,,,,
2025-06-03 22:58:36,,,,,
2025-06-03 22:58:37,,,,,
2025-06-03 22:58:37,,,,,
2025-06-03 22:58:37,,,,,
2025-06-03 22:58:37,,,,,
2025-06-03 22:58:37,,,,,
2025-06-03 22:58:37,,,,,
2025-06-03 22:58:38,,,,,
2025-06-03 22:58:38,,,,,
2025-06-03 22:58:38,,,,,
2025-06-03 22:58:38,,,,,
2025-06-03 22:58:38,,,,,
2025-06-03 22:58:38,,,,,
2025-06-03 22:58:39,,,,,
2025-06-03 22:58:39,,,,,
2025-06-03 22:58:39,,,,,
2025-06-03 22:58:40,722,,,,
2025-06-03 22:58:40,710,,,,
2025-06-03 22:58:40,700,,,,
2025-06-03 22:58:40,722,,,,
2025-06-03 22:58:40,725,,,,
2025-06-03 22:58:41,712,,,,
2025-06-03 22:58:41,718,,,,
2025-06-03 22:58:41,717,,,,
2025-06-03 22:58:41,704,,,,
2025-06-03 22:58:42,722,,,,
2025-06-03 22:58:42,716,,,,
2025-06-03 22:58:42,715,0,,,
2025-06-03 22:58:43,,,,,
2025-06-03 22:58:43,,,,,
2025-06-03 22:58:43,,,,,
2025-06-03 22:58:44,717,0,,,
2025-06-03 22:58:44,714,0,,,
2025-06-03 22:58:44,722,0,,,
2025-06-03 22:58:45,695,0,,,
2025-06-03 22:58:45,725,0,,,
2025-06-03 22:58:46,723,0,,,
2025-06-03 22:58:47,,,,,
2025-06-03 22:58:47,,,,,
2025-06-03 22:58:48,729,0,,,
2025-06-03 22:58:48,715,0,,,
2025-06-03 22:58:49,712,0,,,
2025-06-03 22:58:49,700,0,,,
2025-06-03 22:58:49,716,0,,,
2025-06-03 22:58:50,724,0,,,
2025-06-03 22:58:51,,,,,
2025-06-03 22:58:51,,,,,
2025-06-03 22:58:52,,,,,
2025-06-03 22:58:52,708,0,,,
2025-06-03 22:58:53,730,0,,,
2025-06-03 22:58:53,718,0,,,
2025-06-03 22:58:54,714,,,,
2025-06-03 22:58:55,,,,,
2025-06-03 22:58:55,,,,,
2025-06-03 22:58:56,735,,,,
2025-06-03 22:58:56,719,0,,,
2025-06-03 22:58:57,719,0,,,
2025-06-03 22:58:57,714,0,,,
2025-06-03 22:58:57,720,0,,,
2025-06-03 22:58:58,718,0,,,
2025-06-03 22:58:58,723,0,,,
2025-06-03 22:58:59,,,,,
2025-06-03 22:58:59,709,0,,,
2025-06-03 22:59:00,728,,,,
2025-06-03 22:59:00,742,0,,,
2025-06-03 22:59:01,713,0,,,
2025-06-03 22:59:01,711,0,,,
2025-06-03 22:59:01,726,0,,,
2025-06-03 22:59:02,708,0,,,
2025-06-03 22:59:02,,0,,,
2025-06-03 22:59:03,721,0,,,
2025-06-03 22:59:03,721,0,,,
